CallerId,Recipient,CallDate,EndTime,Duration,Cost,Reference,Currency,Type
",447731000000,24/08/2016,16:42:51,37,0.006,C5BE3C9AD57F1D86D84056E2E61CEDD7B,GBP,2
"
",447731000000,24/08/2016,17:33:03,98,0.015,C4B12A18AB39E6AD462F9C00250066F08,GBP,2
"
",447703000000,24/08/2016,18:03:39,78,0.011,C9861B10A111D1CC2A749FCB1464BB60D,GBP,2
"
",447736000000,25/08/2016,08:34:12,67,0.01,C23E97B6CC2125B336FB7DD8C09A2C7F0,GBP,2
"
",447549000000,25/08/2016,08:33:31,10,0.002,C3090723B65B968119F28BA5A0A8BDDC3,GBP,1
"
",447585000000,19/08/2016,13:45:32,3,0.001,C378BA117BD9B73B8AA52080985ECA1A3,GBP,1
"
",447748000000,23/08/2016,12:10:15,181,0.026,C848C64D06ABF52562A47DCD221B1DA51,GBP,1
"
",447726000000,24/08/2016,16:22:40,28,0.005,CDB072EB656F40E23C0D7938AF37A1773,GBP,2
"
",447721000000,24/08/2016,21:59:39,28,0.004,C6C481C9F23F7A9E8228F82DE667230DE,GBP,2
"
",447824000000,19/08/2016,14:36:04,182,0.026,C994949C76FDAA2BD9D51E730A8AD05BB,GBP,2
"
",447877000000,19/08/2016,14:40:27,57,0.009,C8CB26CAEB8407DE1AD5A157B9E6F4B98,GBP,2
"
",447549000000,25/08/2016,08:35:05,11,0.002,C93FE18082E58143DB5AB1231B0BC00F2,GBP,1
"
",447824000000,19/08/2016,15:36:23,5,0.001,C95AA1D54558503288CC988BD6CBCB367,GBP,1
"
",448439000000,29/08/2016,12:27:48,143,0.131,C41F88456B971182BB7CFB296D618FCD2,GBP,1
"
",447761000000,25/08/2016,09:25:50,7,0.002,C2D48D7FC323F2874DACE85D91131A30C,GBP,2
"
",447761000000,25/08/2016,09:25:12,8,0.002,CCE0D248445C3A677D526126DDFAC0D64,GBP,2
"
",447824000000,19/08/2016,15:36:05,7,0.001,CA7854A265BDA9518D12263D6D61D7F5E,GBP,1
"
",447824000000,19/08/2016,15:35:49,6,0.001,C209ED67916FCE656001A12F08AE0CAB5,GBP,1
"
",447824000000,19/08/2016,15:34:23,240,0.035,CEE7B65C073F8D00433CF5E0057B00FAA,GBP,2
"
",447824000000,19/08/2016,16:01:07,119,0.017,CCC92B7D557AB648EBDE422E092F192B7,GBP,1
"
",448439000000,28/08/2016,12:36:52,487,0.444,CCE49C303ABC7247BDD305FA9A9F9FE8C,GBP,1
"
",447761000000,24/08/2016,15:20:51,4,0.001,C3032601172C4305D5439223EE40FA68D,GBP,2
"
",447558000000,19/08/2016,12:30:14,10,0.002,C37DCED508A44488AE76FED18A5882974,GBP,1
"
",447850000000,24/08/2016,15:08:07,1,0.001,C0B30659DC44420F108A2A14ACA734089,GBP,2
"
",447803000000,24/08/2016,15:32:29,103,0.015,C0415639EEC79754E2157BCD1903FD761,GBP,2
"
",447704000000,24/08/2016,15:38:50,105,0.016,C6C31A1DE15715DFAA907BC9F2B419CC7,GBP,1
"
",447738000000,24/08/2016,15:48:22,23,0.004,C302D114DFB600CBE0C1F5CFDD40E4FAB,GBP,1
"
",447709000000,24/08/2016,15:48:33,40,0.006,C80B7E899E0572085E73F75068AF0C42B,GBP,1
"
",447731000000,24/08/2016,16:25:28,59,0.009,CA84F6A4308CAEF013BA352A13F97658E,GBP,1
"
",447888000000,19/08/2016,12:21:15,3,0.001,C05F790EDA026E03E00BA1712E0CBB203,GBP,1
"
",447731000000,24/08/2016,16:56:24,135,0.02,C98285A8741E45A60FC1C1FA2CBBD063B,GBP,1
"
",447721000000,24/08/2016,15:40:37,188,0.027,C1333D913C31A687F30B4F26057586730,GBP,1
"
",447775000000,19/08/2016,12:04:28,112,0.016,CC1EF0DE7F14E76711D4D48DC8434BCAE,GBP,1
"
",447469000000,19/08/2016,13:35:56,11,0.002,CE7C2B328F4FA7862A7E804902F4407B4,GBP,1
"
",447501000000,19/08/2016,12:16:35,35,0.005,C96FCE98AB8FDE56AA0C55EFEB81A13F1,GBP,2
"
",447501000000,19/08/2016,12:14:44,9,0.002,C55C218C57E04755A049ADFFA113481CD,GBP,1
"
",447731000000,24/08/2016,16:23:55,75,0.011,C432E98445E0BA08B2855866E3BA59C55,GBP,2
"
",447761000000,24/08/2016,16:25:52,4,0.001,C3AA678D3F4AAF51764120B1CD64C51BA,GBP,1
"
",447736000000,24/08/2016,16:25:17,32,0.005,CF23E7EE899310675207EB55455893611,GBP,1
"
",447900000000,19/08/2016,11:58:32,139,0.02,C59369B61C6443C2D424E74FD2C03FAE0,GBP,1
"
",447824000000,19/08/2016,12:50:13,190,0.027,CA4B0635DB3CD938A343003EC6E082648,GBP,2
"
",447788000000,19/08/2016,13:41:52,7,0.001,C20C1EC36A7C8FAEFA3307B9C999012F4,GBP,2
"
",447824000000,19/08/2016,13:24:51,138,0.02,CB0B9410C8B80B0406104B70E03C261CB,GBP,2
"
",447825000000,23/08/2016,15:06:10,147,0.021,CD81C0022C35DF59CEA953069BE939758,GBP,1
"
",447736000000,24/08/2016,16:37:39,11,0.002,C100D2119393668768AE3B0E44A32C819,GBP,1
"
",447797000000,23/08/2016,14:01:41,55,0.008,CDE3E5A46D56B04E52551A6CC900725E1,GBP,2
"
",447598000000,23/08/2016,09:16:03,9,0.002,CD64DC7BED3E1497FB037C3046D42269F,GBP,2
"
",447597000000,24/08/2016,15:56:58,60,0.009,C4D204869E6793A8159A95738656FAE21,GBP,2
"
",447825000000,23/08/2016,15:16:06,3,0.001,C68475385D1F7AD9436AB4BD66C11F336,GBP,1
"
",447825000000,23/08/2016,14:32:09,4,0.001,C4138026B3450F89032CBE88A963B5918,GBP,2
"
",448439000000,20/08/2016,19:40:20,244,0.223,CF9EE267B32C58955BEA7F229A6EC120C,GBP,1
"
",447793000000,23/08/2016,09:40:17,3,0.001,CB64B2AB1B697D9C8BA6404EE4809686C,GBP,1
"
",447909000000,23/08/2016,13:43:44,6,0.001,C0B7E0391B26038FD1E43B5DE83A6503D,GBP,1
"
",447731000000,23/08/2016,09:31:30,38,0.006,C064CFB4CF58E890A408087DF61E5DC02,GBP,1
"
",447558000000,19/08/2016,14:04:50,23,0.004,C312E5BEEFCD3FF0E58ECFBA0A061FEF3,GBP,2
"
",448439000000,20/08/2016,20:48:01,300,0.274,C11FB56A92A1B164D972990625BCF67E0,GBP,2
"
",447703000000,22/08/2016,21:59:31,182,0.026,C7443604C2316097C068A6AD08E7B6DEB,GBP,2
"
",447824000000,19/08/2016,13:19:32,5,0.001,C9C91F9556FA54DD58E8E5B728F45BC6C,GBP,1
"
",447824000000,23/08/2016,14:16:01,70,0.01,CC4642E8327BAD729BA923D1616E22A40,GBP,1
"
",447825000000,23/08/2016,13:55:16,5,0.001,C8833C9C18BAB9A2A20FC4D35ABA5398A,GBP,1
"
",447748000000,23/08/2016,15:06:38,26,0.004,C8C4045B34350BEDD51FAAD2B85A7FEAA,GBP,1
"
",447776000000,23/08/2016,15:18:50,31,0.005,CE2EF5239248E3A8A8C92340EEBC8AD89,GBP,2
"
",447885000000,23/08/2016,09:53:45,15,0.003,C474E88B7DD7DC124560886A7D6BC21A6,GBP,2
"
",447704000000,22/08/2016,18:30:54,67,0.01,CD7837E5977173E5AE59AA17BCD7B2F43,GBP,1
"
"447937000000,447809000000,23/08/2016,08:53:31,IamString,0.014,CEF2F4467EE16764D1361BDA42C45FA92,GBP,1
"
",448439000000,18/08/2016,18:52:27,266,0.243,C68F8E389D8C6F1F68253694310DDC9E8,GBP,1
"
",447921000000,23/08/2016,14:13:42,580,0.083,C31C7654072B2F640E433EF4AE60791E2,GBP,2
"
",447918000000,23/08/2016,14:28:25,29,0.005,C6263ABA17135CF280D9EB41F99B8307C,GBP,1
"
"441929000000,447771000000,23/08/2016,14:35:39,IamString,0.02,C23DB22259358DEC627E165767AC49538,GBP,2
"
",447799000000,23/08/2016,09:17:09,4,0.001,C3C302D9A8F15E717B3D8C2EB6F5CE816,GBP,1
"
",447731000000,22/08/2016,17:56:17,4,0.001,CBB416E9A8A1C859424E9D368E34D2092,GBP,1
"
",447825000000,23/08/2016,15:21:56,3,0.001,CCBF9FD480E6F82030C795A98BD3E80C8,GBP,1
"
",447825000000,23/08/2016,15:14:36,7,0.001,CADB89AA37B66C2CFC3BCCC37CE07185F,GBP,2
"
",447786000000,23/08/2016,15:15:01,47,0.007,C2314479853BEB8AD7903C3BE6C8EB2FB,GBP,1
"
",447803000000,23/08/2016,01:30:52,4,0.001,C3C84254A8B30F882CF65DB60706393B8,GBP,2
"
",447803000000,23/08/2016,01:30:01,5,0.001,C5BA46586C083F93433F6B6D0417456E5,GBP,1
"
",447803000000,23/08/2016,01:13:54,3,0.001,CECADD822BEEB7D7A2AFB9DD836A49ECF,GBP,2
"
",447803000000,23/08/2016,01:13:01,4,0.001,CF15CE9D50EC159F7C254307D4029C3B3,GBP,2
"
",447721000000,22/08/2016,21:19:52,127,0.018,C515E03DAB28228D9D036B1CB794B55A8,GBP,2
"
",447808000000,23/08/2016,07:52:23,263,0.037,C12B13ACC93DABEEA502FFD8CE7FDBA4F,GBP,1
"
",447793000000,22/08/2016,16:44:04,5,0.001,CF98282AB307EB1E9F0A52428166638F7,GBP,2
"
",447731000000,23/08/2016,08:20:27,149,0.022,C9ECCB1AEF1D6CD0F02C6C64B8822CFEF,GBP,2
"
",447834000000,22/08/2016,18:55:48,6,0.001,C3EDC3723E607A22AABAB4E5EBDA69E09,GBP,2
"
",447783000000,22/08/2016,22:28:38,181,0.026,C26CA0DE804D9741604553EA773B0F134,GBP,1
"
",447587000000,23/08/2016,12:59:59,364,0.052,C4EBBB713723DC914826CB31564EA0ADB,GBP,2
"
",447824000000,23/08/2016,12:33:07,26,0.004,CA9117E3EA93927218D4DF9314B210264,GBP,1
"
",447783000000,22/08/2016,19:54:44,228,0.032,C29D04270C0817BEB55185F4312140BE3,GBP,1
"
",448439000000,16/08/2016,18:38:43,152,0.139,CAC67B83D30A87118D90D9E3966C54043,GBP,1
"
",447909000000,23/08/2016,13:45:48,5,0.001,C3AD77D8CDDA4306615AEA1967B85AA0A,GBP,1
"
",447793000000,22/08/2016,16:45:51,4,0.001,C88758B87B9390044F583FB544D71462F,GBP,2
"
",447824000000,23/08/2016,11:39:55,124,0.018,C5655A7E6CC6FC3FEE1896E37E89047DF,GBP,2
"
",447793000000,22/08/2016,16:47:10,1,0.001,C5F208D0F074FA37A08D7431E338C2939,GBP,2
"
",447803000000,23/08/2016,01:33:40,5,0.001,C35BCCA9B853A1DADBB80DA1179569313,GBP,2
"
",447710000000,23/08/2016,08:40:11,49,0.008,CFBFD18AE40609CD0F87DB30BD55A60B1,GBP,1
"
",447796000000,23/08/2016,11:42:59,3,0.001,CDCC2C9386F3971F9D5F686282A4A3678,GBP,2
"
",447738000000,22/08/2016,18:26:22,3,0.001,C8BB6CC90C9FD6C0736D227595C516F57,GBP,2
"
",447718000000,23/08/2016,12:36:17,21,0.003,CCB525ED8A98A1B0D39FC4E9D5D7C974B,GBP,2
"
",447935000000,22/08/2016,19:22:18,15,0.003,C0BB5AFB223DD2101BB0D00CE1C1236D8,GBP,1
"
",447912000000,22/08/2016,17:06:40,21,0.004,C24A769DEBA505D81E7441EB7C712E3DD,GBP,2
"
",447557000000,23/08/2016,13:07:14,5,0.001,C125064BBF25F5B984248F6351776EF4E,GBP,2
"
",447825000000,23/08/2016,14:00:57,4,0.001,C4AD6C987DD5FFCB0CA0F351CA07F338D,GBP,1
"
",447824000000,23/08/2016,13:36:25,124,0.018,C720FA3C0862D11C0A0749D4DABDE8082,GBP,2
"
",447842000000,22/08/2016,17:09:55,322,0.047,C30DA7786CDAFF528F0554DDE819917AA,GBP,1
"
",447825000000,23/08/2016,16:54:27,24,0.004,CC98CBEA5B03DADF2132ABCE719A85C1F,GBP,1
"
",447721000000,22/08/2016,17:17:20,41,0.006,CFA94D16B1BE60465EDD33569A39E1C8C,GBP,2
"
",447551000000,23/08/2016,13:24:39,105,0.015,C1E87B8DB38A7541153F8BBD77152CCE5,GBP,1
"
",447920000000,23/08/2016,14:00:20,564,0.08,C1E7CA903DA037EE65F1DC8DB68A05A38,GBP,1
"
",447824000000,23/08/2016,14:00:20,102,0.015,CFD3A42A79C8B733B52CDAA57B6384236,GBP,2
"
",447739000000,22/08/2016,17:04:30,98,0.015,C9412FE9F96C042DE14EFB74AA1D908BE,GBP,1
"
",448439000000,14/08/2016,20:16:51,1,0.001,C6D25A3E4FEBA1BCACE60E92B63BB869A,GBP,1
"
",448439000000,14/08/2016,21:07:38,155,0.142,C65AB3FBAC76C0875D5C43180FC624473,GBP,1
"
",448439000000,14/08/2016,20:18:33,3,0.003,C5A0667EFAEC02BB833EF3544A1766722,GBP,2
"
",448439000000,14/08/2016,20:18:47,301,0.275,CF0989E0F1AF536A52C65CC8C64FE6BD3,GBP,2
"
",447909000000,23/08/2016,09:13:44,10,0.002,CEC9609A83ED80BC52FDE54D34FCC757A,GBP,2
"
",447471000000,23/08/2016,09:09:40,123,0.018,CE842C750E3B04200639EFDCB5C1793DE,GBP,2
"
",447825000000,23/08/2016,16:47:37,62,0.009,CD80196A9703E43C21910E851D4134D90,GBP,1
"
",447793000000,22/08/2016,16:19:23,104,0.015,C65328039A078C3380603B6F1673018C7,GBP,1
"
",447717000000,23/08/2016,13:53:11,11,0.002,CEDC1860754D5B89F099024ECFD90BB8F,GBP,1
"
",447704000000,22/08/2016,16:10:59,302,0.044,CEAC1336E09FEF75623A35A343E32E5F0,GBP,1
"
",447712000000,22/08/2016,16:15:29,40,0.006,C0E7B12C3942C694546FCC6A916050E76,GBP,1
"
",447793000000,22/08/2016,16:46:30,4,0.001,C18DE69E1E1EA3A1F2B51EFE4F3AF2012,GBP,2
"
",447825000000,23/08/2016,16:35:26,32,0.005,C9694855C026019767AB3D13514CD6ED8,GBP,2
"
",447776000000,23/08/2016,16:19:15,73,0.011,CD93695F35E1D53EFFDB14DA1E56F069B,GBP,2
"
",448439000000,13/08/2016,09:53:37,303,0.276,CCC6C3016AF52282E307323E34E1D3F28,GBP,1
"
",447776000000,23/08/2016,17:11:25,28,0.004,C6886235CF270B11459EF768CFB4B6FDF,GBP,1
"
",447732000000,22/08/2016,16:04:14,48,0.007,C679A7D08B7B6F2A489DAF301DD88A623,GBP,2
"
",447733000000,22/08/2016,16:46:46,96,0.014,C1FFCC328BD040291C7530D7DD661DA31,GBP,1
"
",447585000000,24/08/2016,08:20:49,12,0.002,C8881752221466338A5FE595B39474D6E,GBP,1
"
",447501000000,24/08/2016,08:34:32,48,0.007,CB62DFD3E668A9ED4938C57F34195F3F8,GBP,1
"
",447585000000,23/08/2016,15:58:45,7,0.001,C6AD1C04237B11726EB3143C5E0F2F8A4,GBP,1
"
",447585000000,23/08/2016,15:59:31,3,0.001,C4E8B5C97FDF73CB672E29B699C2568F1,GBP,2
"
",447793000000,22/08/2016,16:44:49,3,0.001,C9C3DA3D3309154036ECCC93D9B3E796A,GBP,2
"
",447713000000,22/08/2016,14:32:21,336,0.049,C89B00B391DAE4A83CC7782A20AC252A7,GBP,2
"
",447894000000,22/08/2016,14:29:50,47,0.007,CAEDADA29898E16039BCBE1C188C01B40,GBP,2
"
",447764000000,22/08/2016,13:08:49,36,0.006,C40CC633FD61D78452CD101724827F378,GBP,1
"
",447832000000,24/08/2016,10:23:06,168,0.024,CEADA855D35B1F7A3124949F0129C505C,GBP,1
"
",447824000000,24/08/2016,10:21:24,104,0.015,C8C76206D3D994A07CA575C488AF5B003,GBP,2
"
",447469000000,24/08/2016,01:35:53,9,0.002,C526A3A364C39F058D89879EB7BA6A9DC,GBP,2
"
",447809000000,22/08/2016,14:33:55,4,0.001,CD18ADE558222C97417D50E4AE0F321B9,GBP,2
"
",448449000000,31/08/2016,16:24:46,72,0.066,C0CFFB99C245F1DF54971A46D285498CC,GBP,2
"
",447825000000,24/08/2016,10:21:47,149,0.022,CF0383263673D5D9BD623DF3FE7181E58,GBP,2
"
",447736000000,22/08/2016,13:43:23,57,0.009,CF232C324F9997C2C300B818F8D94DE33,GBP,1
"
",447779000000,24/08/2016,10:27:11,4,0.001,C534455F0DFEE1678CCD1B8DAFAEED152,GBP,1
"
",447919000000,24/08/2016,10:14:43,54,0.008,C7D9E434B79C676D3ED941F48E495BBC2,GBP,1
"
",447919000000,24/08/2016,10:36:47,16,0.003,C63DD1F4050DAF3D4D9B60C2828B62390,GBP,1
"
",448439000000,31/08/2016,20:02:18,224,0.204,C199BE651C0FD9E52FA63828C0C974A0F,GBP,1
"
",448439000000,31/08/2016,18:34:18,31,0.029,CC6440994C4A759E0D0628E2F6816750A,GBP,1
"
",448439000000,31/08/2016,18:34:58,180,0.164,C0CB9575C3E79F658E684E2D42137681A,GBP,2
"
",447568000000,22/08/2016,14:35:31,44,0.007,CDEB513E0E1236BD8DDD8D76473FB901D,GBP,2
"
",447800000000,24/08/2016,09:49:02,80,0.012,C7AC1596FA2E56D38ED84CB8EC58842DA,GBP,1
"
",448439000000,08/08/2016,19:30:05,132,0.121,CD8ABB6A51B7C636DC1CB9FDAA6CB280B,GBP,2
"
",447465000000,23/08/2016,15:01:24,171,0.025,C3C409ECC34E705A62777DD5648BB9F4C,GBP,2
"
",447793000000,22/08/2016,13:21:12,78,0.012,CA5F4E222B16BEF6373B69503907D9916,GBP,1
"
",447734000000,22/08/2016,13:46:51,21,0.004,CBADB8297542D75DF5F12D11A94D1F3EE,GBP,2
"
",447726000000,11/08/2016,13:05:59,24,0.004,C082E7642DE31FD9DD01DCC05A88A768D,GBP,1
"
",447704000000,22/08/2016,13:42:57,27,0.004,C299B0D1A705A4C20FB82B9F871C0841D,GBP,1
"
",447824000000,22/08/2016,16:03:28,71,0.011,C228B55FCC157C0ABDE3BF90153073B34,GBP,2
"
",447471000000,24/08/2016,09:44:13,77,0.011,C5C9E1E7AEF0B3BA9D8764475C1894591,GBP,2
"
